polymer_1,polymer_p2,ratio_1_2,filler_1,wt_l1,filler_2,wt_l2,foaming,conductivity,owner
HDPE,,,MWCNT,14.834191967019382,,,0,15.887119733783466,data set 1
HDPE,,,MWCNT,2.521131150089558,,,0,0.5314157320841234,data set 1
HDPE,,,MWCNT,1.8288584737740732,,,0,0.13164512960703184,data set 1
HDPE,,,MWCNT,1.4239979474534001,,,0,0.10360841426967063,data set 1
HDPE,,,MWCNT,14.224862719115913,,,0,16.585008964476735,data set 1
HDPE,,,MWCNT,6.876631598980864,,,0,2.7659999036059157,data set 1
HDPE,,,MWCNT,17.84346249016297,,,0,27.585708398040055,data set 1
HDPE,,,MWCNT,17.639914574717015,,,0,16.15898401659277,data set 1
HDPE,,,MWCNT,9.884381562594394,,,0,8.818636770955264,data set 1
HDPE,,,MWCNT,2.179019432953405,,,0,0.29531849914803915,data set 1
HDPE,,,MWCNT,3.3297975333827265,,,0,0.9221489914369274,data set 1
HDPE,,,MWCNT,13.859018704418224,,,0,25.72474077864614,data set 1
HDPE,,,MWCNT,8.835175751805268,,,0,3.6030698809772668,data set 1
HDPE,,,MWCNT,5.4405563290093335,,,0,2.855839365809988,data set 1
HDPE,,,MWCNT,2.9911192727527496,,,0,0.6208426166327603,data set 1
HDPE,,,MWCNT,14.38535935553343,,,0,12.809972106637957,data set 1
HDPE,,,MWCNT,22.245058236531218,,,0,58.10131138145444,data set 1
HDPE,,,MWCNT,18.93553435061485,,,0,27.478571472651375,data set 1
HDPE,,,MWCNT,15.317383849699837,,,0,25.214849824448645,data set 1
HDPE,,,MWCNT,4.457388695159096,,,0,1.598369987975842,data set 1
HDPE,,,MWCNT,21.92119036577268,,,0,47.61747505305285,data set 1
HDPE,,,MWCNT,10.872765945214764,,,0,13.828514676557235,data set 1
HDPE,,,MWCNT,24.298904271614386,,,0,54.20438848572367,data set 1
HDPE,,,MWCNT,1.6653465775136416,,,0,0.12316434564490267,data set 1
HDPE,,,MWCNT,12.822189101191801,,,0,13.693079285319254,data set 1
HDPE,,,MWCNT,6.389745428573519,,,0,3.0508881064830558,data set 1
HDPE,,,MWCNT,5.076619543863353,,,0,2.571372706153379,data set 1
HDPE,,,MWCNT,18.40324803258329,,,0,42.543206211674224,data set 1
HDPE,,,MWCNT,6.255570386387494,,,0,4.591872230357417,data set 1
HDPE,,,MWCNT,10.677131649954397,,,0,7.602594305602562,data set 1
HDPE,,,MWCNT,19.970789318164254,,,0,35.0933245353441,data set 1
HDPE,,,MWCNT,11.421234592887659,,,0,17.806346733964833,data set 1
HDPE,,,MWCNT,19.37846956893894,,,0,37.31961907006825,data set 1
HDPE,,,MWCNT,5.462267325347667,,,0,2.8255716021494144,data set 1
HDPE,,,MWCNT,8.785020206871025,,,0,6.5203343573025,data set 1
HDPE,,,MWCNT,9.321664436578864,,,0,11.541154583448282,data set 1
HDPE,,,MWCNT,16.084566692323804,,,0,25.012695601971917,data set 1
HDPE,,,MWCNT,4.4753792498071565,,,0,1.226422742048645,data set 1
HDPE,,,MWCNT,11.636081249156506,,,0,11.41793637725018,data set 1
HDPE,,,MWCNT,9.869942493796044,,,0,7.2775620220061095,data set 1
HDPE,,,MWCNT,8.589803751063759,,,0,8.88946694001276,data set 1
HDPE,,,MWCNT,23.50077727191212,,,0,31.55502213577294,data set 1
HDPE,,,MWCNT,16.376851028509336,,,0,23.829317245920663,data set 1
HDPE,,,MWCNT,7.878318505859098,,,0,4.256157282661582,data set 1
HDPE,,,MWCNT,6.768893165256867,,,0,4.630521837739565,data set 1
HDPE,,,MWCNT,4.712417897339019,,,0,1.8383409581195373,data set 1
HDPE,,,MWCNT,9.615177884448997,,,0,8.90523248608795,data set 1
HDPE,,,MWCNT,8.531960279858776,,,0,7.460081408705027,data set 1
HDPE,,,MWCNT,6.631529987857466,,,0,2.4121538731324246,data set 1
HDPE,,,MWCNT,10.637160335808998,,,0,14.271426272249114,data set 1
HDPE,,,MWCNT,20.48530746903616,,,0,37.35796613593277,data set 1
HDPE,,,MWCNT,20.34962646481984,,,0,48.72567420680652,data set 1
HDPE,,,MWCNT,22.659081384874145,,,0,37.23510773108448,data set 1
HDPE,,,MWCNT,9.284802259977253,,,0,8.67438392699912,data set 1
HDPE,,,MWCNT,8.079228388767271,,,0,6.729199434669067,data set 1
HDPE,,,MWCNT,6.5423488794670055,,,0,4.09455488691732,data set 1
HDPE,,,MWCNT,21.9692852862094,,,0,52.833237110312204,data set 1
HDPE,,,MWCNT,2.5862124589666475,,,0,0.34330829320643563,data set 1
HDPE,,,MWCNT,21.574267300754585,,,0,53.72610268234028,data set 1
HDPE,,,MWCNT,12.949909742109693,,,0,13.287989570860914,data set 1
HDPE,,,MWCNT,20.371326836412763,,,0,46.54994356852609,data set 1
HDPE,,,MWCNT,16.893706482402564,,,0,29.858053464987954,data set 1
HDPE,,,MWCNT,11.352611701536947,,,0,12.58124086901742,data set 1
HDPE,,,MWCNT,19.48438305359877,,,0,33.92136538776476,data set 1
HDPE,,,MWCNT,15.704362409515578,,,0,27.40163179281561,data set 1
HDPE,,,MWCNT,24.098361844102953,,,0,50.907805663259175,data set 1
HDPE,,,MWCNT,10.107663744335,,,0,4.640255408288626,data set 1
HDPE,,,MWCNT,2.3434296316588505,,,0,0.3983109803371724,data set 1
HDPE,,,MWCNT,19.003326921205826,,,0,18.25923319946967,data set 1
HDPE,,,MWCNT,3.274295534254021,,,0,0.9739923092849778,data set 1
HDPE,,,MWCNT,12.794203820389296,,,0,17.56005146659113,data set 1
HDPE,,,MWCNT,20.09781708902561,,,0,34.44655767957548,data set 1
HDPE,,,MWCNT,12.68512652234172,,,0,11.904195660814029,data set 1
HDPE,,,MWCNT,1.383157595315151,,,0,0.10402634015571213,data set 1
HDPE,,,MWCNT,22.39299783909295,,,0,26.101413106456963,data set 1
HDPE,,,MWCNT,18.742124892806316,,,0,36.78087298253038,data set 1
HDPE,,,MWCNT,7.787441129551769,,,0,3.4553268792899647,data set 1
HDPE,,,MWCNT,5.422106041835434,,,0,2.626930113813138,data set 1
HDPE,,,MWCNT,9.014675073486522,,,0,4.86949469226161,data set 1
HDPE,,,MWCNT,11.129025652801623,,,0,13.066381111227262,data set 1
HDPE,,,MWCNT,20.431659791389603,,,0,54.23163925400787,data set 1
HDPE,,,MWCNT,21.816265175949614,,,0,42.83489653886864,data set 1
HDPE,,,MWCNT,3.4307059551410273,,,0,0.9562104053465887,data set 1
HDPE,,,MWCNT,15.616048323331205,,,0,25.732312040185665,data set 1
HDPE,,,MWCNT,17.263382311750096,,,0,32.30374746875122,data set 1
HDPE,,,MWCNT,2.215484579716648,,,0,0.4137543279918822,data set 1
HDPE,,,MWCNT,0.5799485214956117,,,0,0.0003540841711294401,data set 1
HDPE,,,MWCNT,7.021796260038035,,,0,5.153753397224537,data set 1
HDPE,,,MWCNT,18.115661339513736,,,0,20.17947566188817,data set 1
HDPE,,,MWCNT,9.28664699573431,,,0,3.997168757752681,data set 1
HDPE,,,MWCNT,16.208781238433865,,,0,27.444995178546954,data set 1
HDPE,,,MWCNT,0.670382314773337,,,0,0.0036548103793027763,data set 1
HDPE,,,MWCNT,21.78476415176123,,,0,55.05606681969241,data set 1
HDPE,,,MWCNT,11.499037881747926,,,0,9.394467645864037,data set 1
HDPE,,,MWCNT,1.1917493403471626,,,0,0.04893343436479125,data set 1
HDPE,,,MWCNT,14.212832729352916,,,0,11.375357048828377,data set 1
HDPE,,,MWCNT,13.053319348187218,,,0,20.446673490470847,data set 1
HDPE,,,MWCNT,13.795106854559537,,,0,26.391093888623832,data set 1
HDPE,,,MWCNT,2.0623662500598563,,,0,0.1438210707291604,data set 1
HDPE,,,MWCNT,0.5997710388916406,,,0,0.001303071725515226,data set 1
HDPE,,,MWCNT,9.752051400256649,,,0,9.770533476818153,data set 1
HDPE,,,MWCNT,1.5093265088193082,,,0,0.05208908355942754,data set 1
HDPE,,,MWCNT,18.001908098847085,,,0,38.496551208661444,data set 1
HDPE,,,MWCNT,1.5298596327825242,,,0,0.07401960405797355,data set 1
