polymer_1,polymer_p2,ratio_1_2,filler_1,wt_l1,filler_2,wt_l2,foaming,conductivity,owner
HDPEtreated,,,GNP,13.775164102525414,,,0,4.543206743375671,data set 5
HDPEtreated,,,GNP,5.786207725156069,,,0,1.04282850924877,data set 5
HDPEtreated,,,GNP,11.92000762033145,,,0,2.4077898779232574,data set 5
HDPEtreated,,,GNP,15.883303577037491,,,0,4.641368652151656,data set 5
HDPEtreated,,,GNP,12.075694177526866,,,0,3.0626114461476988,data set 5
HDPEtreated,,,GNP,3.8748054751689507,,,0,0.5595460427371617,data set 5
HDPEtreated,,,GNP,8.009566434719083,,,0,1.4009443650935434,data set 5
HDPEtreated,,,GNP,6.503973234935114,,,0,1.5977923791820599,data set 5
HDPEtreated,,,GNP,11.664657828519946,,,0,2.6608308545497223,data set 5
HDPEtreated,,,GNP,22.530264746563248,,,0,11.524556171710495,data set 5
HDPEtreated,,,GNP,11.275659068055573,,,0,4.516159098392615,data set 5
HDPEtreated,,,GNP,23.889814225478077,,,0,13.536377538860618,data set 5
HDPEtreated,,,GNP,17.632987367808767,,,0,6.054790316327728,data set 5
HDPEtreated,,,GNP,12.602837235109188,,,0,5.436721742202568,data set 5
HDPEtreated,,,GNP,2.2755382409974567,,,0,0.16944472149643103,data set 5
HDPEtreated,,,GNP,4.948771430030926,,,0,1.0589076834669966,data set 5
HDPEtreated,,,GNP,21.50383870649175,,,0,8.508167763507883,data set 5
HDPEtreated,,,GNP,21.809786742480757,,,0,13.280306156644023,data set 5
HDPEtreated,,,GNP,6.782391084519433,,,0,1.3025027275578707,data set 5
HDPEtreated,,,GNP,7.354764747411736,,,0,1.6995240253495854,data set 5
HDPEtreated,,,GNP,24.832957351006193,,,0,14.896371629126353,data set 5
HDPEtreated,,,GNP,16.083022164653265,,,0,3.6131064522055865,data set 5
HDPEtreated,,,GNP,2.4555210562972434,,,0,0.14708699990042248,data set 5
HDPEtreated,,,GNP,22.411004808461442,,,0,9.206507379174964,data set 5
HDPEtreated,,,GNP,1.5219054725289105,,,0,0.027260637287353402,data set 5
HDPEtreated,,,GNP,13.987872732079094,,,0,4.929667655917067,data set 5
HDPEtreated,,,GNP,6.60623038650136,,,0,1.786062174245625,data set 5
HDPEtreated,,,GNP,5.237384088138085,,,0,0.6602855991056599,data set 5
HDPEtreated,,,GNP,19.52814237878046,,,0,11.52356299939046,data set 5
HDPEtreated,,,GNP,5.763701020968199,,,0,1.0323040188430395,data set 5
HDPEtreated,,,GNP,13.226516972461031,,,0,2.9770961173342005,data set 5
